IDUsuario;RetiroDT;RetiroEstacion;AnclajeDT;AnclajeEstacion
76506;2017-03-01 12:14:31.453;11;2017-03-01 12:33:38.827;122
88386;2017-03-01 10:29:39.577;108;2017-03-01 10:40:02.530;98
4654;2017-03-01 10:35:17.440;40;2017-03-01 10:40:30.080;17
60226;2017-03-01 10:35:02.580;47;2017-03-01 10:41:41.633;17
41560;2017-03-01 10:36:23.643;26;2017-03-01 10:42:32.027;43
40759;2017-03-01 10:32:06.860;118;2017-03-01 10:44:10.057;43
52965;2017-03-01 10:38:25.223;88;2017-03-01 10:45:54.000;49
53548;2017-03-01 10:34:39.097;24;2017-03-01 10:46:33.293;37
17324;2017-03-01 10:39:55.787;11;2017-03-01 10:47:28.000;9
68798;2017-03-01 10:44:11.430;34;2017-03-01 10:48:08.840;6
47814;2017-03-01 10:38:18.537;71;2017-03-01 10:48:42.000;77
51301;2017-03-01 10:35:54.377;108;2017-03-01 10:49:18.900;114
90159;2017-03-01 10:33:29.470;111;2017-03-01 10:50:12.000;45
59171;2017-03-01 10:35:30.503;38;2017-03-01 10:50:28.000;42
2301;2017-03-01 10:42:55.290;28;2017-03-01 10:50:50.550;50
91349;2017-03-01 10:44:10.337;10;2017-03-01 10:51:03.447;38
23656;2017-03-01 10:45:10.993;49;2017-03-01 10:52:07.773;43
86397;2017-03-01 10:42:13.757;127;2017-03-01 10:52:47.870;50
29569;2017-03-01 10:33:15.703;86;2017-03-01 10:53:31.150;130
71486;2017-03-01 10:37:19.440;74;2017-03-01 10:54:17.627;13
82231;2017-03-01 10:49:53.513;54;2017-03-01 10:55:16.077;123
88109;2017-03-01 10:52:13.937;17;2017-03-01 10:56:38.000;47
22655;2017-03-01 10:51:31.810;71;2017-03-01 10:56:47.000;70
64151;2017-03-01 10:44:14.120;117;2017-03-01 10:57:16.000;48
55406;2017-03-01 10:41:43.850;72;2017-03-01 10:58:11.000;21
33712;2017-03-01 10:48:04.277;85;2017-03-01 10:59:17.000;1
17801;2017-03-01 10:51:43.813;33;2017-03-01 11:00:22.000;59
62654;2017-03-01 10:49:12.107;44;2017-03-01 11:00:43.000;49
87067;2017-03-01 10:54:35.063;46;2017-03-01 11:01:09.000;27
70764;2017-03-01 10:56:22.690;114;2017-03-01 11:02:08.817;50
54932;2017-03-01 10:47:48.980;120;2017-03-01 11:02:29.000;39
9378;2017-03-01 10:34:51.487;51;2017-03-01 11:03:09.000;48
23353;2017-03-01 10:59:01.550;5;2017-03-01 11:04:22.380;75
27904;2017-03-01 10:56:02.300;21;2017-03-01 11:05:01.657;25
88737;2017-03-01 10:37:58.207;93;2017-03-01 11:05:59.000;53
39109;2017-03-01 10:56:23.283;62;2017-03-01 11:06:15.420;5
45258;2017-03-01 10:48:28.623;24;2017-03-01 11:08:12.000;30
40276;2017-03-01 10:46:17.807;118;2017-03-01 11:08:29.000;16
86046;2017-03-01 11:02:30.040;125;2017-03-01 11:10:24.260;119
23708;2017-03-01 11:04:44.930;50;2017-03-01 11:11:34.843;46
77078;2017-03-01 11:02:54.100;49;2017-03-01 11:12:27.167;99
31796;2017-03-01 11:01:02.583;97;2017-03-01 11:12:52.000;59
73099;2017-03-01 11:06:19.150;130;2017-03-01 11:13:21.000;54
31947;2017-03-01 11:07:44.933;30;2017-03-01 11:14:13.417;13
47337;2017-03-01 11:09:54.373;56;2017-03-01 11:15:38.540;6
67729;2017-03-01 10:59:58.490;72;2017-03-01 11:16:17.000;80
2925;2017-03-01 11:05:17.167;123;2017-03-01 11:17:20.000;30
57344;2017-03-01 11:10:35.543;8;2017-03-01 11:18:16.480;24
41731;2017-03-01 11:11:12.263;67;2017-03-01 11:18:42.953;72
63867;2017-03-01 11:12:53.483;44;2017-03-01 11:20:14.130;50
77482;2017-03-01 11:11:42.343;46;2017-03-01 11:20:42.967;128
4951;2017-03-01 11:02:39.303;93;2017-03-01 11:21:01.000;16
77187;2017-03-01 11:07:56.607;119;2017-03-01 11:22:12.620;110
41270;2017-03-01 11:15:43.907;64;2017-03-01 11:22:41.000;10
49032;2017-03-01 11:04:24.227;13;2017-03-01 11:23:21.000;1
69328;2017-03-01 11:13:30.343;59;2017-03-01 11:23:29.000;80
58006;2017-03-01 11:13:36.517;130;2017-03-01 11:24:08.547;11
86101;2017-03-01 11:17:29.270;35;2017-03-01 11:24:59.483;5
59668;2017-03-01 11:16:10.707;44;2017-03-01 11:25:50.077;37
1444;2017-03-01 11:18:56.943;103;2017-03-01 11:27:16.000;16
27222;2017-03-01 11:13:36.140;42;2017-03-01 11:27:40.650;111
81121;2017-03-01 11:22:23.040;13;2017-03-01 11:29:44.650;12
89922;2017-03-01 11:12:09.860;71;2017-03-01 11:30:12.000;30
82286;2017-03-01 11:20:13.693;63;2017-03-01 11:30:31.000;21
3613;2017-03-01 11:27:04.673;70;2017-03-01 11:31:40.227;72
86213;2017-03-01 11:13:39.173;103;2017-03-01 11:32:28.000;28
87770;2017-03-01 11:16:39.207;83;2017-03-01 11:34:15.000;73
75104;2017-03-01 11:21:33.083;50;2017-03-01 11:35:03.300;13
72414;2017-03-01 11:18:06.440;85;2017-03-01 11:35:54.000;10
61789;2017-03-01 11:32:21.417;34;2017-03-01 11:36:39.000;16
87005;2017-03-01 11:31:10.507;96;2017-03-01 11:37:11.243;6
81641;2017-03-01 11:29:44.370;9;2017-03-01 11:37:41.000;61
85433;2017-03-01 11:30:30.993;6;2017-03-01 11:38:21.000;10
10991;2017-03-01 11:17:56.533;60;2017-03-01 11:38:59.000;44
3077;2017-03-01 11:33:52.813;130;2017-03-01 11:39:30.000;15
19788;2017-03-01 11:25:04.417;33;2017-03-01 11:39:57.000;30
88010;2017-03-01 11:32:08.473;38;2017-03-01 11:40:47.983;24
77124;2017-03-01 11:36:30.047;50;2017-03-01 11:41:30.000;49
71213;2017-03-01 11:31:19.917;26;2017-03-01 11:41:59.000;87
16212;2017-03-01 11:35:19.067;8;2017-03-01 11:42:44.000;16
52663;2017-03-01 11:37:36.897;57;2017-03-01 11:43:25.023;64
72252;2017-03-01 11:27:29.500;52;2017-03-01 11:43:29.167;113
24695;2017-03-01 11:36:14.450;39;2017-03-01 11:45:13.000;44
63415;2017-03-01 11:23:30.163;120;2017-03-01 11:46:26.000;42
51014;2017-03-01 11:35:36.383;98;2017-03-01 11:46:42.333;6
86187;2017-03-01 11:35:20.553;108;2017-03-01 11:47:49.000;16
74419;2017-03-01 11:30:07.150;18;2017-03-01 11:48:10.000;70
28136;2017-03-01 11:32:31.963;59;2017-03-01 11:48:29.000;44
78430;2017-03-01 11:37:54.913;53;2017-03-01 11:49:04.000;21
5695;2017-03-01 11:46:16.910;12;2017-03-01 11:50:30.000;67
8496;2017-03-01 11:45:05.020;73;2017-03-01 11:51:03.000;67
15072;2017-03-01 11:35:48.090;2;2017-03-01 11:51:53.000;9
8855;2017-03-01 11:44:32.470;31;2017-03-01 11:52:45.000;10
5880;2017-03-01 11:35:24.380;49;2017-03-01 11:53:50.137;24
83909;2017-03-01 11:49:53.807;44;2017-03-01 11:54:09.000;41
61047;2017-03-01 11:43:55.157;34;2017-03-01 11:56:02.690;98
42180;2017-03-01 11:50:23.823;70;2017-03-01 11:56:45.000;61
89403;2017-03-01 11:51:56.280;123;2017-03-01 11:57:28.090;113
84934;2017-03-01 11:48:36.353;63;2017-03-01 11:58:01.590;11
45487;2017-03-01 11:53:12.093;57;2017-03-01 11:58:37.000;59
88680;2017-03-01 11:54:54.627;121;2017-03-01 11:58:56.023;91
88192;2017-03-01 11:46:24.083;130;2017-03-01 11:59:10.000;44
23869;2017-03-01 11:51:17.310;87;2017-03-01 12:00:04.420;13
19914;2017-03-01 11:41:30.713;78;2017-03-01 12:00:30.000;56
89746;2017-03-01 11:55:36.800;5;2017-03-01 12:01:09.793;6
59648;2017-03-01 11:54:15.157;11;2017-03-01 12:02:20.000;70
8752;2017-03-01 11:56:26.003;102;2017-03-01 12:03:17.000;39
74814;2017-03-01 11:52:24.780;123;2017-03-01 12:04:02.000;4
54767;2017-03-01 11:58:17.677;2;2017-03-01 12:05:13.307;12
36978;2017-03-01 11:52:04.327;51;2017-03-01 12:05:55.000;51
27904;2017-03-01 12:04:32.463;98;2017-03-01 12:07:52.877;43
89258;2017-03-01 11:50:59.513;127;2017-03-01 12:08:35.860;98
22559;2017-03-01 12:02:54.257;38;2017-03-01 12:08:51.000;41
2301;2017-03-01 11:58:32.707;123;2017-03-01 12:09:30.000;28
56642;2017-03-01 12:05:54.183;111;2017-03-01 12:09:44.273;121
